#Method,URI Resource Path,Path Parameter,Query Parameter,Encrypted IBS Authorization/Effective UserID,Data Cipher,Secret Cipher,Comments
PUT,/IBSET/v3/roles/{RoleId},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/roles/{RoleId}/users,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSET/v3/roles/{RoleId}/details,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSET/v3/roles/{RoleId}/entitlements,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/roles/{RoleId}/entitlements,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSET/v3/entitleables,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/users/{UsrId}/exception-desktop,UsrId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSET/v3/users/exception-desktop,NA,UsrId,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBFRAUD/v3/cards/{CrdNbr}/fraud-exclusion-codes,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCBFRAUD/v3/cards/{CrdNbr}/fraud-exclusions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBFRAUD/v3/cards/{CrdNbr}/fraud-exclusions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBFRAUD/v3/cards/{CrdNbr}/fraud-exclusions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCBPIN/v3/cards/{CrdNbr}/pin-reminders,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v3/cards/{CrdNbr}/personal-limits,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v3/cards/{CrdNbr}/failure-counters,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/dda-accounts/{DDAAcctNbr}/pending-transactions,DDAAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/savings-accounts/{SavAcctNbr}/pending-transactions,SavAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/card-numbers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/card-reissue,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/cards,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CBCrdNbr},CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v3/cards/{CBCrdNbr}/activation,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBNEGFILE/v3/cards/{CBCrdNbr}/negative-file-ivr,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/card-link-unlink,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBPIN/v3/cards/{CBCrdNbr}/pins-ivr,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBPIN/v3/cards/{CBCrdNbr}/pins-ivr,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCB/v3/cards/{CrdNbr},CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/authentication,CrdNbr,PrmySsn|CrdSecCde|Pin|CBExprDte,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/card-authentication,CrdNbr,CBDigestPINBlck|CBDigestCSCBlck,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBHOLDS/v3/cards/{CrdNbr}/holds,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/ivr-service-charge,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBNEGFILE/v3/cards/{CrdNbr}/negative-file,CrdNbr,CBExpDte|CBShrtNmeLst|CBShrtNmeFrst|CBAvailBal|SavAvailBal|PrfxNbr|PrmyDdaAcctNbr|PrmySavAcctNbr|PrmyCrCrdAcctNbr|AcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBNEGFILE/v3/cards/{CBCrdNbr}/negative-file,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBNEGFILE/v3/cards/{CrdNbr}/negative-file-replace-card,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/notes,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v3/cards/{CrdNbr}/notes,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBPIN/v3/cards/{CrdNbr}/pins,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBPIN/v3/cards/{CrdNbr}/pins,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/profile,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v3/cards/{CrdNbr}/usage-statistics,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/cards/external-accounts,NA,CrdNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/cards/ivr-service-charge,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBNEGFILE/v3/cards/negative-file-replace-card,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBACCT/v3/cards/primary-accounts,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/cards/replace,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBSRH/v3/cards/search,NA,SearchCriteria1|SearchCriteria2,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/dda-accounts/{AcctNbr}/cards,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCBACCT/v3/multiple-accounts,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/multiple-accounts/{CrdNbr},CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBACCT/v3/multiple-accounts/{CrdNbr},CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCBACCT/v3/multiple-accounts/{CrdNbr}/{AcctTyp}/{AcctNbr},CrdNbr|AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/multiple-accounts/{CrdNbr}/balances,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v3/pinless-card-reissue,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBPREFIX/v3/prefixes/fee-info,NA,PrfxNbr|CrdNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/savings-accounts/{AcctNbr}/cards,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/plans/{PlnNbr}/accounts-list,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/ctr-conductor-information,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/deposit-account-information/{DPAcctNbr},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCICUSTDEM/v3/customers/{CIApplNbr}/individual-demographics,CIApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCICUSTDEM/v3/customers/{CIApplNbr}/organization-demographics,CIApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{AcctNbr}/balances,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{AcctNbr}/dynamic-inquiry,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{AcctNbr}/certificates-of-deposit/{TDId}/renegotiation,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDPACCT/v3/accounts/{AcctNbr}/certificates-of-deposit/{TDId}/renegotiation,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPTran/v3/accounts/{AcctNbr}/account-transactions,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPTran/v3/accounts/{DPAcctNbr}/pra-transactions,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIMISCACCT/v3/miscellaneous-accounts/{ApplCde}/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNACCT/v3/accounts/{AcctNbr}/dynamic-inquiry,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNACCT/v3/accounts/dynamic-inquiry/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLNACCT/v3/accounts/dynamic-inquiry/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCICUSTDEM/v3/customers/{CustNbr}/aliases,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCICUSTDEM/v3/customers/{CICustNbr}/name-address,CICustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIACCTDEM/v3/accounts/{AppCde}/{ApplNbr}/name-address,ApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLNPAYOFF/v3/accounts/{AcctNbr}/notes/{NoteNbr}/payoff-quotes,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNPAYOFF/v3/accounts/{AcctNbr}/notes/{NoteNbr}/payoff-quotes,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLNPAYOFF/v3/accounts/{AcctNbr}/notes/{NoteNbr}/payoff-quotes,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIRLT/v3/customers/{CICustNbr}/dynamic-profile,CICustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIRLT/v3/customers/dynamic-profile/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCIRLT/v3/customers/dynamic-profile/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v3/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owners,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/dynamic-inquiry/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPACCT/v3/accounts/dynamic-inquiry/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNNOTE/v3/accounts/notes/dynamic-inquiry/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLNNOTE/v3/accounts/notes/dynamic-inquiry/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPTran/v3/closing-balance-transactions/{DPAcctNbr}/{DPTDWthdrwlTyp},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/closing-balance-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/dollar-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/float-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/td-withdrawal-adjustment-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/td-withdrawal-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPACCT/v3/accounts/statement-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDO/v3/accounts/{DPAcctNbr}/multiple-keywords,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPHOLD/v3/accounts/{DPAcctNbr}/holds,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCISRH/v3/customers/search/customer-number,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCISRH/v3/customers/search/name-address,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCISRH/v3/customers/search/taxnbr,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCISRH/v3/customers/search/telephone-number,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNTRAN/v3/accounts/{LNAcctNbr}/notes/{LNNoteNbr}/transactions,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNNOTE/v3/accounts/{AcctNbr}/notes/{NoteNbr}/dynamic-inquiry,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDLB/v1/dynamic-loan-boarding,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNCMMT/v3/accounts/{AcctNbr}/commitments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLNCMMT/v3/accounts/{LNAcctNbr}/commitments/{LNCmmtNbr}/usages,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCICUSTDEM/v3/customers/{CustNbr}/phone-numbers,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCICUSTDEM/v3/customers/{CustNbr}/phone-numbers,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPDEM/v3/accounts/{AcctNbr}/addresses,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSEXCP/v1/accounts/{AccountNumber}/overdrafts,AccountNumber,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v3/customers/organizations,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDPKEY/v3/accounts/{DPAcctNbr}/keywords,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSCP/v1/customer-single-commit,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRVM/v1/enrollments/{EnrlmtID},EnrlmtID,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRVM/v1/enrollments/{EnrlmtID}/packages/{PkgID}/tiers/{TierID}/evaluation,EnrlmtID,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRVM/v1/packages/{PkgID}/tiers/{PrcsOpt},PkgID,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/contributions-history,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/distributions-history,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v3/customers/individuals,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSFM/v3/transfer-relationships/{FMReceivingAcctNbr}/{FMApplCde},FMReceivingAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSFM/v3/immediate-transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{AcctNbr}/past-cycle-data,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{DPAcctNbr}/past-year-data,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/dda-sav-deposit-with-reg-cc-hold-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/dda-sav-transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/dda-sav-transfers-reversal,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCIRLT/v3/customer-account-future-dated-name-addresses/{ApplCde}/{ApplNbr}/{EffDte},ApplCde,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCICUSTDEM/v3/customers/{CustNbr}/email-addresses,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCIRLT/v3/beneficiary-account-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIRLT/v3/beneficiary-account-relationships/{ApplCde}/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBACCT/v3/cards/{CrdNbr}/prepaid-credit-adjustments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBACCT/v3/cards/{CrdNbr}/prepaid-debit-adjustments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCBACCT/v3/cards/{CrdNbr}/cancelled-payments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBACCT/v3/cards/{CrdNbr}/cancelled-payments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCBACCT/v3/cards/{CrdNbr}/cancelled-payments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBACCT/v3/cards/{CrdNbr}/cancelled-payments,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDO/v3/deposit-origination,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/plans/{PlnNbr}/beneficiaries,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/plans/{PlnNbr}/beneficiaries,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSRE/v2/plans/{PlnNbr}/beneficiaries,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/plans/{PlnNbr}/delete-beneficiaries,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCIRLT/v3/accounts,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCBALERT/v3/cards/alert-preferences,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBALERT/v3/cards/{CrdNbr}/alert-preferences,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCIRLT/v3/account-customer-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPACCT/v3/accounts/{AcctNbr}/certificates-of-deposit,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCBPREFIX/v3/prefixes/{PrfxNum}/issuer-ids,PrfxNum,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPACCT/v3/accounts/{AcctNbr}/overdraft-fees-history,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,IBSEXCP/v1/accounts/{AccountNumber}/rolling-twelve-months,AccountNumber,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPHOLD/v3/accounts/{DPAcctNbr}/stop-payments,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPHOLD/v3/accounts/{DPAcctNbr}/stop-payments,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTran/v3/simple-dollar-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v3/transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v3/transfers/credit-card-payments,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v3/transfers/mortgage-loan-payments,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCIRLT/v3/customer-customer-relationships/{CustNbr},CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCIRLT/v3/customer-customer-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCIRLT/v3/customer-customer-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCIRLT/v3/customer-customer-relationships/{CustNbr}/{RltCustNbr}/{E1toE2Cde}/{E2toE1Cde},CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/plans/{PlnNbr}/distribution-options,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/plans/{PlnNbr}/distribution-options,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCIACCTDEM/v3/related-accounts-address,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSDPMAINT/v3/accounts/{AcctNbr}/miscellaneous-service-charges/{MiscServChrgDte}/{MiscServChrgAmt}/{TxnCde},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPMAINT/v3/accounts/{AcctNbr}/miscellaneous-service-charges,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPMAINT/v3/accounts/{AcctNbr}/miscellaneous-service-charges,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCICUSTSTMT/v3/customers/{CICustNbr}/statements,CICustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRVM/v1/enrollments/{EnrlmtID}/evaluation-history,EnrlmtID,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDPTR/v3/external-ach-transfers/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDPTR/v3/external-ach-transfers/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDPTR/v3/transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSFM/v3/collection-disbursement-transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
